gold_id,stock_code,subscription_date,subscriber_name,claimed_source_page,review_status,traceability_status,recommended_action,evidence_text
GOLD-688775-2020-02-26-002,688775,2020-02-26,EARN ACE LIMITED,PDF p1,inherited_manual_gold,name_year_near,align_to_verbatim_source,"截至2019年10月31日，深圳岚锋账面净资产52,728.05万元。全体股东以其拥有的净资产52,728.05万元出资，按1:1.4647比例折合股本36,000.00万元，其余计入资本公积。2020年2月26日，深圳市市场监督管理局核准。股改后27名股东，北京岚锋29.9376%、EARN ACE 13.3239%、QM101 9.4001%、香港迅雷8.7327%等。"
GOLD-688775-2020-02-26-003,688775,2020-02-26,QM101 Limited,PDF p1,inherited_manual_gold,name_absent,adjudicate_or_find_source,"截至2019年10月31日，深圳岚锋账面净资产52,728.05万元。全体股东以其拥有的净资产52,728.05万元出资，按1:1.4647比例折合股本36,000.00万元，其余计入资本公积。2020年2月26日，深圳市市场监督管理局核准。股改后27名股东，北京岚锋29.9376%、EARN ACE 13.3239%、QM101 9.4001%、香港迅雷8.7327%等。"
GOLD-688775-2020-02-26-004,688775,2020-02-26,香港迅雷有限公司,PDF p1,inherited_manual_gold,name_absent,adjudicate_or_find_source,"截至2019年10月31日，深圳岚锋账面净资产52,728.05万元。全体股东以其拥有的净资产52,728.05万元出资，按1:1.4647比例折合股本36,000.00万元，其余计入资本公积。2020年2月26日，深圳市市场监督管理局核准。股改后27名股东，北京岚锋29.9376%、EARN ACE 13.3239%、QM101 9.4001%、香港迅雷8.7327%等。"
GOLD-920100-2002-11-07-001,920100,2002-11-07,盛祎,PDF p30,needs_review,name_year_near,align_to_verbatim_source,"公司全称: 常州三协电机股份有限公司。证券代码: 920100。注册资本: 5,310.93万元。法定代表人: 盛祎。成立日期: 2002年11月7日。2002年11月至今，盛祎担任三协电机总经理，股份公司成立后担任董事长。截至本招股说明书签署日，盛祎直接持有62.97%股份，朱绶青直接持有19.49%股份，合计控制82.46%股份。"
GOLD-920100-2002-11-07-002,920100,2002-11-07,朱绶青,PDF p30,needs_review,name_year_near,align_to_verbatim_source,"公司全称: 常州三协电机股份有限公司。证券代码: 920100。注册资本: 5,310.93万元。法定代表人: 盛祎。成立日期: 2002年11月7日。2002年11月至今，盛祎担任三协电机总经理，股份公司成立后担任董事长。截至本招股说明书签署日，盛祎直接持有62.97%股份，朱绶青直接持有19.49%股份，合计控制82.46%股份。"
GOLD-920100-2022-08-09-001,920100,2022-08-09,深圳市稳正景明创业投资企业(有限合伙),PDF p31-32,inherited_manual_gold,name_year_near,align_to_verbatim_source,"2022年6月24日，公司召开第二届董事会第四次会议审议通过了《关于<常州三协电机股份有限公司股票定向发行说明书>的议案》。本次股票发行价格为4.48元/股，共发行普通股530.00万股，募集资金总额为2,374.40万元。2022年8月15日，苏亚金诚出具《验资报告》，经审验，截至2022年8月9日，公司已收到稳正景明、长泽创投缴纳的出资款2,374.40万元。本次股票发行新增股份于2022年9月1日在股转系统挂牌并公开转让。"
GOLD-920100-2022-08-09-002,920100,2022-08-09,深圳市稳正长泽创业投资企业(有限合伙),PDF p31-32,inherited_manual_gold,name_year_near,align_to_verbatim_source,"2022年6月24日，公司召开第二届董事会第四次会议审议通过了《关于<常州三协电机股份有限公司股票定向发行说明书>的议案》。本次股票发行价格为4.48元/股，共发行普通股530.00万股，募集资金总额为2,374.40万元。2022年8月15日，苏亚金诚出具《验资报告》，经审验，截至2022年8月9日，公司已收到稳正景明、长泽创投缴纳的出资款2,374.40万元。本次股票发行新增股份于2022年9月1日在股转系统挂牌并公开转让。"
GOLD-920100-2023-09-06-001,920100,2023-09-06,盛祎、盛松、薛小丽、倪进宽、余方成、吴春扣、陆宇君、戈翔俊、陈都亮、圣利、董雪强、文涛、付荷庆、陈韵、盛月瑶,PDF p32,inherited_manual_gold,name_absent,adjudicate_or_find_source,"2023年5月26日，公司召开第二届董事会第十三次会议审议通过了《关于<常州三协电机股份有限公司股票定向发行说明书>的议案》。本次股票拟发行价格为5.41元/股，拟发行普通股321.50万股，拟募集资金总额为1,739.32万元。2023年9月8日，苏亚金诚出具《验资报告》，经审验，截至2023年9月6日，公司已收到盛祎、盛松、薛小丽、倪进宽、余方成、吴春扣、陆宇君、戈翔俊、陈都亮、圣利、董雪强、文涛、付荷庆、陈韵和盛月瑶15名认购人缴纳的出资款1,723.09万元。"
GOLD-920116-2016-12-14-001,920116,2016-12-14,四方股份,PDF p48,inherited_manual_gold,exact_evidence,retain,"2016年12月，四方股份、罗永红、王金林共同出资设立星图测控有限，其中，四方股份出资1,200万元（对应持有星图测控有限60%股权）；罗永红出资400万元（对应持有星图测控有限20%股权）；王金林出资400万元（对应持有星图测控有限20%股权）。罗永红、王金林于测控有限设立时所持有的全部股权分别系为牛威和吴功友代持。"
GOLD-920116-2016-12-14-002,920116,2016-12-14,牛威(罗永红代持),PDF p48,inherited_manual_gold,exact_evidence,retain,"2016年12月，四方股份、罗永红、王金林共同出资设立星图测控有限，其中，四方股份出资1,200万元（对应持有星图测控有限60%股权）；罗永红出资400万元（对应持有星图测控有限20%股权）；王金林出资400万元（对应持有星图测控有限20%股权）。罗永红、王金林于测控有限设立时所持有的全部股权分别系为牛威和吴功友代持。"
GOLD-920116-2016-12-14-003,920116,2016-12-14,吴功友(王金林代持),PDF p48,inherited_manual_gold,exact_evidence,retain,"2016年12月，四方股份、罗永红、王金林共同出资设立星图测控有限，其中，四方股份出资1,200万元（对应持有星图测控有限60%股权）；罗永红出资400万元（对应持有星图测控有限20%股权）；王金林出资400万元（对应持有星图测控有限20%股权）。罗永红、王金林于测控有限设立时所持有的全部股权分别系为牛威和吴功友代持。"
GOLD-920116-2024-06-30-001,920116,2024-06-30,中科星图股份有限公司,PDF p47,needs_review,name_year_near,align_to_verbatim_source,"截至本招股说明书签署日，公司总股本为82,500,000股。本次发行前股本结构：中科星图38,250,000股(46.36%)，策星九天23,450,781股(28.43%)，幸福一期9,174,219股(11.12%)，策星揽月4,125,000股(5.00%)，幸福二期3,000,000股(3.64%)，策星银河2,790,000股(3.38%)，策星逐日1,710,000股(2.07%)。合计82,500,000股(100.00%)。"
GOLD-920116-2024-06-30-002,920116,2024-06-30,策星九天,PDF p47,needs_review,name_year_near,align_to_verbatim_source,"截至本招股说明书签署日，公司总股本为82,500,000股。本次发行前股本结构：中科星图38,250,000股(46.36%)，策星九天23,450,781股(28.43%)，幸福一期9,174,219股(11.12%)，策星揽月4,125,000股(5.00%)，幸福二期3,000,000股(3.64%)，策星银河2,790,000股(3.38%)，策星逐日1,710,000股(2.07%)。合计82,500,000股(100.00%)。"
GOLD-920116-2024-06-30-003,920116,2024-06-30,幸福一期,PDF p47,needs_review,name_year_near,align_to_verbatim_source,"截至本招股说明书签署日，公司总股本为82,500,000股。本次发行前股本结构：中科星图38,250,000股(46.36%)，策星九天23,450,781股(28.43%)，幸福一期9,174,219股(11.12%)，策星揽月4,125,000股(5.00%)，幸福二期3,000,000股(3.64%)，策星银河2,790,000股(3.38%)，策星逐日1,710,000股(2.07%)。合计82,500,000股(100.00%)。"
GOLD-920116-2024-06-30-004,920116,2024-06-30,策星揽月,PDF p47,needs_review,name_year_near,align_to_verbatim_source,"截至本招股说明书签署日，公司总股本为82,500,000股。本次发行前股本结构：中科星图38,250,000股(46.36%)，策星九天23,450,781股(28.43%)，幸福一期9,174,219股(11.12%)，策星揽月4,125,000股(5.00%)，幸福二期3,000,000股(3.64%)，策星银河2,790,000股(3.38%)，策星逐日1,710,000股(2.07%)。合计82,500,000股(100.00%)。"
GOLD-920116-2024-06-30-005,920116,2024-06-30,幸福二期,PDF p47,needs_review,name_year_near,align_to_verbatim_source,"截至本招股说明书签署日，公司总股本为82,500,000股。本次发行前股本结构：中科星图38,250,000股(46.36%)，策星九天23,450,781股(28.43%)，幸福一期9,174,219股(11.12%)，策星揽月4,125,000股(5.00%)，幸福二期3,000,000股(3.64%)，策星银河2,790,000股(3.38%)，策星逐日1,710,000股(2.07%)。合计82,500,000股(100.00%)。"
GOLD-920116-2024-06-30-006,920116,2024-06-30,策星银河,PDF p47,needs_review,name_year_near,align_to_verbatim_source,"截至本招股说明书签署日，公司总股本为82,500,000股。本次发行前股本结构：中科星图38,250,000股(46.36%)，策星九天23,450,781股(28.43%)，幸福一期9,174,219股(11.12%)，策星揽月4,125,000股(5.00%)，幸福二期3,000,000股(3.64%)，策星银河2,790,000股(3.38%)，策星逐日1,710,000股(2.07%)。合计82,500,000股(100.00%)。"
GOLD-920116-2024-06-30-007,920116,2024-06-30,策星逐日,PDF p47,needs_review,name_year_near,align_to_verbatim_source,"截至本招股说明书签署日，公司总股本为82,500,000股。本次发行前股本结构：中科星图38,250,000股(46.36%)，策星九天23,450,781股(28.43%)，幸福一期9,174,219股(11.12%)，策星揽月4,125,000股(5.00%)，幸福二期3,000,000股(3.64%)，策星银河2,790,000股(3.38%)，策星逐日1,710,000股(2.07%)。合计82,500,000股(100.00%)。"
